JEEP 海軍風條紋短袖POLO衫 黑橘 (合身版),"1,440",服裝 / Jeep / 男裝,Y,https://tw.buy.yahoo.com/gdsale/JEEP-%E6%B5%B7%E8%BB%8D%E9%A2%A8%E6%A2%9D%E7%B4%8B%E7%9F%AD%E8%A2%96POLO%E8%A1%AB-%E9%BB%91%E6%A9%98-%E5%90%88%E8%BA%AB%E7%89%88-7145749.html?hpp=rank_01
ROUSH 女生美式橫紋柔棉短TEE(3色),266,服裝 / ROUSH / WOMEN,Y,https://tw.buy.yahoo.com/gdsale/ROUSH-%E5%A5%B3%E7%94%9F%E7%BE%8E%E5%BC%8F%E6%A9%AB%E7%B4%8B%E6%9F%94%E6%A3%89%E7%9F%ADTEE-3%E8%89%B2-7636343.html?hpp=rank_01
zuzai 自在絲感奇蹟居家V領背心-女-黑色,553,服裝 / zu·zai 自在 / 全系列商品,Y,https://tw.buy.yahoo.com/gdsale/zuzai-%E8%87%AA%E5%9C%A8%E7%B5%B2%E6%84%9F%E5%A5%87%E8%B9%9F%E5%B1%85%E5%AE%B6V%E9%A0%98%E8%83%8C%E5%BF%83-%E5%A5%B3-%E9%BB%91%E8%89%B2-7605113.html?hpp=rank_01
華歌爾 伊珊露絲飛思美背 D 罩杯內衣 (香檳玫瑰),"1,872",內睡衣 / 女性內衣 / 華歌爾,Y,https://tw.buy.yahoo.com/gdsale/%E8%8F%AF%E6%AD%8C%E7%88%BE-%E4%BC%8A%E7%8F%8A%E9%9C%B2%E7%B5%B2%E9%A3%9B%E6%80%9D%E7%BE%8E%E8%83%8C-D-%E7%BD%A9%E6%9D%AF%E5%85%A7%E8%A1%A3-%E9%A6%99%E6%AA%B3%E7%8E%AB%E7%91%B0-7157270.html?hpp=rank_01
【Columbia哥倫比亞】女-防曬40快排瑜珈短外套-橘　UAK19440AH,"2,552",運動戶外 / 行李箱 / Columbia 哥倫比亞 / 女款,Y,https://tw.buy.yahoo.com/gdsale/Columbia%E5%93%A5%E5%80%AB%E6%AF%94%E4%BA%9E-%E5%A5%B3-%E9%98%B2%E6%9B%AC40%E5%BF%AB%E6%8E%92%E7%91%9C%E7%8F%88%E7%9F%AD%E5%A4%96%E5%A5%97-%E6%A9%98-UAK19440AH-7194670.html?hpp=rank_01
【曼黛瑪璉】舒壓Bra  B-D罩杯內衣(渡假膚),490,內睡衣 / 曼黛瑪璉 Mode Marie / 曼黛瑪璉,Y,https://tw.buy.yahoo.com/gdsale/%E6%9B%BC%E9%BB%9B%E7%91%AA%E7%92%89-%E8%88%92%E5%A3%93Bra-B-D%E7%BD%A9%E6%9D%AF%E5%85%A7%E8%A1%A3-%E6%B8%A1%E5%81%87%E8%86%9A-4127814.html?hpp=rank_01
VICHY薇姿 M89火山能量開運禮盒組,"1,663",保養彩妝 / 美體保健 / 醫學美容保養 / 歐美醫美藥妝,Y,https://tw.buy.yahoo.com/gdsale/VICHY%E8%96%87%E5%A7%BF-M89%E7%81%AB%E5%B1%B1%E8%83%BD%E9%87%8F%E9%96%8B%E9%81%8B%E7%A6%AE%E7%9B%92%E7%B5%84-7546500.html?hpp=rank_01
The Body Shop 富士山綠茶淨化洗髮精400ML,580,美妝 / 保健 / THE BODY SHOP / 本月超值精選,Y,https://tw.buy.yahoo.com/gdsale/The-Body-Shop-%E5%AF%8C%E5%A3%AB%E5%B1%B1%E7%B6%A0%E8%8C%B6%E6%B7%A8%E5%8C%96%E6%B4%97%E9%AB%AE%E7%B2%BE400ML-7473249.html?hpp=rank_01
The North Face北面灰白色吸濕排汗運動襪,580,運動戶外 / 行李箱 / The North Face / 包包 / 裝備配件,Y,https://tw.buy.yahoo.com/gdsale/The-North-Face%E5%8C%97%E9%9D%A2%E7%81%B0%E7%99%BD%E8%89%B2%E5%90%B8%E6%BF%95%E6%8E%92%E6%B1%97%E9%81%8B%E5%8B%95%E8%A5%AA-7508836.html?hpp=rank_01
美國康寧 Visions晶彩透明鍋雙耳-3.2L,"1,780",廚具 / 衛浴 / 寵物 / 鍋具餐具 / 杯瓶酒器 / 本月強打活動,Y,https://tw.buy.yahoo.com/gdsale/%E7%BE%8E%E5%9C%8B%E5%BA%B7%E5%AF%A7-Visions%E6%99%B6%E5%BD%A9%E9%80%8F%E6%98%8E%E9%8D%8B%E9%9B%99%E8%80%B3-3-2L-6605580.html?hpp=rank_01
alfi愛麗飛 多功能保鮮盒0.75L(FB-075),842,廚具 / 衛浴 / 寵物 / Thermos膳魔師 / alfi 愛麗飛,Y,https://tw.buy.yahoo.com/gdsale/alfi%E6%84%9B%E9%BA%97%E9%A3%9B-%E5%A4%9A%E5%8A%9F%E8%83%BD%E4%BF%9D%E9%AE%AE%E7%9B%920-75L-FB-075-6781187.html?hpp=rank_01
Arcteryx 始祖鳥 24系列 男 有機棉 短袖T恤 加厚款 灰,"1,880",運動戶外 / 行李箱 / Arcteryx 始祖鳥 / 男裝系列,Y,https://tw.buy.yahoo.com/gdsale/Arcteryx-%E5%A7%8B%E7%A5%96%E9%B3%A5-24%E7%B3%BB%E5%88%97-%E7%94%B7-%E6%9C%89%E6%A9%9F%E6%A3%89-%E7%9F%AD%E8%A2%96T%E6%81%A4-%E5%8A%A0%E5%8E%9A%E6%AC%BE-%E7%81%B0-7142615.html?hpp=rank_01
【hilltop山頂鳥】女款超潑水超輕量外套S02FB0螢光硫,"3,744",運動戶外 / 行李箱 / Hilltop 山頂鳥 / Hilltop-女裝系列,Y,https://tw.buy.yahoo.com/gdsale/hilltop%E5%B1%B1%E9%A0%82%E9%B3%A5-%E5%A5%B3%E6%AC%BE%E8%B6%85%E6%BD%91%E6%B0%B4%E8%B6%85%E8%BC%95%E9%87%8F%E5%A4%96%E5%A5%97S02FB0%E8%9E%A2%E5%85%89%E7%A1%AB-7109245.html?hpp=rank_01
GIORDANO 男裝拿破崙立體刺繡毛巾布抽繩休閒短褲-03 標誌黑,299,服裝 / GIORDANO / 男裝樣式,Y,https://tw.buy.yahoo.com/gdsale/GIORDANO-%E7%94%B7%E8%A3%9D%E6%8B%BF%E7%A0%B4%E5%B4%99%E7%AB%8B%E9%AB%94%E5%88%BA%E7%B9%A1%E6%AF%9B%E5%B7%BE%E5%B8%83%E6%8A%BD%E7%B9%A9%E4%BC%91%E9%96%92%E7%9F%AD%E8%A4%B2-03-%E6%A8%99%E8%AA%8C%E9%BB%91-7590789.html?hpp=rank_01
圓領百搭印花上衣-共5色(F可選)      名模衣櫃,99,服裝 / 飾品 / 配件 / 流行女裝 / 品牌ＯUTLET專區,Y,https://tw.buy.yahoo.com/gdsale/%E5%9C%93%E9%A0%98%E7%99%BE%E6%90%AD%E5%8D%B0%E8%8A%B1%E4%B8%8A%E8%A1%A3-%E5%85%B15%E8%89%B2-F%E5%8F%AF%E9%81%B8-%E5%90%8D%E6%A8%A1%E8%A1%A3%E6%AB%83-7348232.html?hpp=rank_01
one drop only漱佳 濃縮牙膏50ml,269,量販 / 食品 / 醫療 / 美髮沐浴 / 口腔清潔 / 牙膏 / 牙刷 / 漱口水,Y,https://tw.buy.yahoo.com/gdsale/one-drop-only%E6%BC%B1%E4%BD%B3-%E6%BF%83%E7%B8%AE%E7%89%99%E8%86%8F50ml-4535225.html?hpp=rank_01
妮維雅 滋養潤膚乳液625mlx3優惠組(歐洲原裝),420,保養彩妝 / 美體保健 / 開架保養 / 彩妝 / 歐美保養彩妝品牌,Y,https://tw.buy.yahoo.com/gdsale/%E5%A6%AE%E7%B6%AD%E9%9B%85-%E6%BB%8B%E9%A4%8A%E6%BD%A4%E8%86%9A%E4%B9%B3%E6%B6%B2625mlx3%E5%84%AA%E6%83%A0%E7%B5%84-%E6%AD%90%E6%B4%B2%E5%8E%9F%E8%A3%9D-7335917.html?hpp=rank_01
Neogence霓淨思肌滲透前導菁露120ml★2入組,"1,008",美妝 / 保健 / Neogence霓淨思 / 強打活動,Y,https://tw.buy.yahoo.com/gdsale/Neogence%E9%9C%93%E6%B7%A8%E6%80%9D%E8%82%8C%E6%BB%B2%E9%80%8F%E5%89%8D%E5%B0%8E%E8%8F%81%E9%9C%B2120ml-2%E5%85%A5%E7%B5%84-6342085.html?hpp=rank_01
[ 即期良品] 1028 超誘人唇頰露(任選色號) 效期至: 2018.11.20,148,保養彩妝 / 美體保健 / 開架保養 / 彩妝 / MIT/亞洲保養彩妝品牌,Y,https://tw.buy.yahoo.com/gdsale/1028-%E8%B6%85%E8%AA%98%E4%BA%BA%E5%94%87%E9%A0%B0%E9%9C%B2-%E4%B8%89%E8%89%B2%E4%BB%BB%E9%81%B8-6297509.html?hpp=rank_01
艾杜紗 藥用荳蔻晚安粉（補充盒） 8g,561,美妝 / 保健 / S-moda 日系美妝 / ettusais艾杜紗,Y,https://tw.buy.yahoo.com/gdsale/%E8%89%BE%E6%9D%9C%E7%B4%97-%E8%97%A5%E7%94%A8%E8%8D%B3%E8%94%BB%E6%99%9A%E5%AE%89%E7%B2%89-%E8%A3%9C%E5%85%85%E7%9B%92-8g-7291755.html?hpp=rank_01
買三送三 寵愛之名 三分子玻尿酸藍銅保濕生物纖維面膜,"5,897",美妝 / 保健 / 寵愛之名 / 商品系列,Y,https://tw.buy.yahoo.com/gdsale/%E8%B2%B7%E4%B8%89%E9%80%81%E4%B8%89-%E5%AF%B5%E6%84%9B%E4%B9%8B%E5%90%8D-%E4%B8%89%E5%88%86%E5%AD%90%E7%8E%BB%E5%B0%BF%E9%85%B8%E8%97%8D%E9%8A%85%E4%BF%9D%E6%BF%95%E7%94%9F%E7%89%A9%E7%BA%96%E7%B6%AD%E9%9D%A2%E8%86%9C-7577605.html?hpp=rank_01
DR.WU 粉霧持妝氣墊粉餅30G,504,美妝 / 保健 / DR.WU達爾膚 / 強打活動,Y,https://tw.buy.yahoo.com/gdsale/DR-WU-%E7%B2%89%E9%9C%A7%E6%8C%81%E5%A6%9D%E6%B0%A3%E5%A2%8A%E7%B2%89%E9%A4%8530G-7050765.html?hpp=rank_01
LANEIGE蘭芝 潤色CC完美底妝組,"1,844",美妝 / 保健 / LANEIGE蘭芝 / 全系列,Y,https://tw.buy.yahoo.com/gdsale/LANEIGE%E8%98%AD%E8%8A%9D-%E6%BD%A4%E8%89%B2CC%E5%AE%8C%E7%BE%8E%E5%BA%95%E5%A6%9D%E7%B5%84-6829634.html?hpp=rank_01
benefit 嘖嘖稱齊激光毛孔隱形露隨身瓶3ml,1,美妝 / 保健 / benefit / 全產品,Y,https://tw.buy.yahoo.com/gdsale/benefit-%E5%98%96%E5%98%96%E7%A8%B1%E9%BD%8A%E6%BF%80%E5%85%89%E6%AF%9B%E5%AD%94%E9%9A%B1%E5%BD%A2%E9%9C%B2%E9%9A%A8%E8%BA%AB%E7%93%B63ml-5006708.html?hpp=rank_01
KOSE高絲 雪肌精淨透洗顏霜(Save the Blue 珍愛海洋版) 限定,850,美妝 / 保健 / KOSE高絲 / KOSE 高絲專櫃,Y,https://tw.buy.yahoo.com/gdsale/KOSE%E9%AB%98%E7%B5%B2-%E9%9B%AA%E8%82%8C%E7%B2%BE%E6%B7%A8%E9%80%8F%E6%B4%97%E9%A1%8F%E9%9C%9C-Save-the-Blue-%E7%8F%8D%E6%84%9B%E6%B5%B7%E6%B4%8B%E7%89%88-%E9%99%90%E5%AE%9A-7262177.html?hpp=rank_01
舒摩兒 淨潤雙入嫩白組(淨露237mlx2+嫩露29mlx2),779,美妝 / 保健 / 舒摩兒 / 強打活動,Y,https://tw.buy.yahoo.com/gdsale/%E8%88%92%E6%91%A9%E5%85%92-%E6%B7%A8%E6%BD%A4%E9%9B%99%E5%85%A5%E5%AB%A9%E7%99%BD%E7%B5%84-%E6%B7%A8%E9%9C%B2237mlx2-%E5%AB%A9%E9%9C%B229mlx2-7549943.html?hpp=rank_01
L’OCCITANE歐舒丹 純境之光淡香水50ml,"2,183",美妝 / 保健 / L'OCCITANE歐舒丹 / 功能分類,Y,https://tw.buy.yahoo.com/gdsale/L-OCCITANE%E6%AD%90%E8%88%92%E4%B8%B9-%E7%B4%94%E5%A2%83%E4%B9%8B%E5%85%89%E6%B7%A1%E9%A6%99%E6%B0%B450ml-7437724.html?hpp=rank_01
Swissvita薇佳 微晶3D全能洗顏霜100gX2(全新升級版),420,保養彩妝 / 美體保健 / 醫學美容保養 / MIT醫美藥妝,Y,https://tw.buy.yahoo.com/gdsale/Swissvita%E8%96%87%E4%BD%B3-%E5%BE%AE%E6%99%B63D%E5%85%A8%E8%83%BD%E6%B4%97%E9%A1%8F%E9%9C%9C100gX2-%E5%85%A8%E6%96%B0%E5%8D%87%E7%B4%9A%E7%89%88-7277651.html?hpp=rank_01
LSY林三益 圓弧暈染刷551,519,美妝 / 保健 / LSY林三益刷具 / 商品系列,Y,https://tw.buy.yahoo.com/gdsale/LSY%E6%9E%97%E4%B8%89%E7%9B%8A-%E5%9C%93%E5%BC%A7%E6%9A%88%E6%9F%93%E5%88%B7551-7479643.html?hpp=rank_01
MAYBELLINE媚比琳 夢幻奇蹟 控油透潤持妝乳,297,保養彩妝 / 美體保健 / 開架保養 / 彩妝 / 歐美保養彩妝品牌,Y,https://tw.buy.yahoo.com/gdsale/MAYBELLINE%E5%AA%9A%E6%AF%94%E7%90%B3-%E5%A4%A2%E5%B9%BB%E5%A5%87%E8%B9%9F-%E6%8E%A7%E6%B2%B9%E9%80%8F%E6%BD%A4%E6%8C%81%E5%A6%9D%E4%B9%B3-6697433.html?hpp=rank_01
理膚寶水 全面修復照護福袋組,"1,050",保養彩妝 / 美體保健 / 醫學美容保養 / 歐美醫美藥妝,Y,https://tw.buy.yahoo.com/gdsale/%E7%90%86%E8%86%9A%E5%AF%B6%E6%B0%B4-%E5%85%A8%E9%9D%A2%E4%BF%AE%E5%BE%A9%E7%85%A7%E8%AD%B7%E7%A6%8F%E8%A2%8B%E7%B5%84-7546546.html?hpp=rank_01
LOREAL Paris 巴黎萊雅 溫和眼唇卸妝液 125ml,143,保養彩妝 / 美體保健 / 開架保養 / 彩妝 / 歐美保養彩妝品牌,Y,https://tw.buy.yahoo.com/gdsale/LOREAL-Paris-%E5%B7%B4%E9%BB%8E%E8%90%8A%E9%9B%85-%E6%BA%AB%E5%92%8C%E7%9C%BC%E5%94%87%E5%8D%B8%E5%A6%9D%E6%B6%B2-125ml-6499533.html?hpp=rank_01
Dr.Hsieh 25%杏仁酸125ml重量版禮盒組,"2,650",美妝 / 保健 / Dr.Hsieh 謝醫師 / 強打活動,Y,https://tw.buy.yahoo.com/gdsale/Dr-Hsieh-25-%E6%9D%8F%E4%BB%81%E9%85%B8125ml%E9%87%8D%E9%87%8F%E7%89%88%E7%A6%AE%E7%9B%92%E7%B5%84-6835700.html?hpp=rank_01
JILL STUART 翹睫夾,400,美妝 / 保健 / JILL STUART / 基礎保養系列,Y,https://tw.buy.yahoo.com/gdsale/JILL-STUART-%E7%BF%B9%E7%9D%AB%E5%A4%BE-3646437.html?hpp=rank_01
Dr.Douxi朵璽 薏沛健康機能水255ml,750,美妝 / 保健 / Dr.Douxi 朵璽 / 強打活動,Y,https://tw.buy.yahoo.com/gdsale/Dr-Douxi%E6%9C%B5%E7%92%BD-%E8%96%8F%E6%B2%9B%E5%81%A5%E5%BA%B7%E6%A9%9F%E8%83%BD%E6%B0%B4255ml-6167826.html?hpp=rank_01
Garnier卡尼爾 專業淡斑精華 50ml,340,保養彩妝 / 美體保健 / 開架保養 / 彩妝 / 歐美保養彩妝品牌,Y,https://tw.buy.yahoo.com/gdsale/Garnier%E5%8D%A1%E5%B0%BC%E7%88%BE-%E5%B0%88%E6%A5%AD%E6%B7%A1%E6%96%91%E7%B2%BE%E8%8F%AF-50ml-6499521.html?hpp=rank_01
GLAMGLOW 無重力瞬效緊實面膜-2018新春限定版 50G,"2,000",美妝 / 保健 / GLAMGLOW / 商品系列,Y,https://tw.buy.yahoo.com/gdsale/GLAMGLOW-%E7%84%A1%E9%87%8D%E5%8A%9B%E7%9E%AC%E6%95%88%E7%B7%8A%E5%AF%A6%E9%9D%A2%E8%86%9C-2018%E6%96%B0%E6%98%A5%E9%99%90%E5%AE%9A%E7%89%88-50G-7584851.html?hpp=rank_01
Nature's Gate天然之扉 植萃無矽靈洗護髮任2入$480贈茶樹洗髮旅行包,480,美妝 / 保健 / Nature’s Gate / ★天然之扉全館推薦,Y,https://tw.buy.yahoo.com/gdsale/gdnsm.asp?gdid=7463971
OPI 類光繚2色899★經典不敗復活,792,美妝 / 保健 / O．P．I / 強打活動,Y,https://tw.buy.yahoo.com/gdsale/gdnsm.asp?gdid=7628766
DF美肌醫生玻尿酸潤色防曬CC霜SPF50 40ml 2入組,824,美妝 / 保健 / DF美肌醫生 / 強打活動,Y,https://tw.buy.yahoo.com/gdsale/DF%E7%BE%8E%E8%82%8C%E9%86%AB%E7%94%9F%E7%8E%BB%E5%B0%BF%E9%85%B8%E6%BD%A4%E8%89%B2%E9%98%B2%E6%9B%ACCC%E9%9C%9CSPF50-40ml-2%E5%85%A5%E7%B5%84-6757481.html?hpp=rank_01
+ONE%歐恩伊 夏日反孔組 (毛孔緊緻精華50ml+雙效調理露120ml),756,保養彩妝 / 美體保健 / 開架保養 / 彩妝 / MIT/亞洲保養彩妝品牌,Y,https://tw.buy.yahoo.com/gdsale/ONE-%E6%AD%90%E6%81%A9%E4%BC%8A-%E5%A4%8F%E6%97%A5%E5%8F%8D%E5%AD%94%E7%B5%84-%E6%AF%9B%E5%AD%94%E7%B7%8A%E7%B7%BB%E7%B2%BE%E8%8F%AF50ml-%E9%9B%99%E6%95%88%E8%AA%BF%E7%90%86%E9%9C%B2120ml-6132973.html?hpp=rank_01
Swatch 狂歡夜系列 SKINGALA L超薄狂歡手錶-36.8mm,"4,400",精品手錶 / 珠寶配飾 / Swatch官方旗艦店 / Swatch 錶款分類,Y,https://tw.buy.yahoo.com/gdsale/Swatch-%E7%8B%82%E6%AD%A1%E5%A4%9C%E7%B3%BB%E5%88%97-SKINGALA-L%E8%B6%85%E8%96%84%E7%8B%82%E6%AD%A1%E6%89%8B%E9%8C%B6-36-8mm-7399621.html?hpp=rank_01
Samsung GALAXY S8+ (4G/64G) 6.2吋超旗艦機,"21,399",手機 / 平板 / 耳機 / 穿戴 / 手機 / Samsung手機,Y,https://tw.buy.yahoo.com/gdsale/Samsung-GALAXY-S8-4G-64G-6-2%E5%90%8B%E8%B6%85%E6%97%97%E8%89%A6%E6%A9%9F-7137915.html?hpp=rank_01
SONY Xperia XA2 Ultra (4G / 64G) 雙鏡頭自拍手機,"13,990",手機 / 平板 / 耳機 / 穿戴 / 手機 / SONY手機,Y,https://tw.buy.yahoo.com/gdsale/SONY-Xperia-XA2-Ultra-4G-64G-%E9%9B%99%E9%8F%A1%E9%A0%AD%E8%87%AA%E6%8B%8D%E6%89%8B%E6%A9%9F-7564187.html?hpp=rank_01
蘇菲亞SOPHIA - G LOVER系列閃耀黃金耳環,"2,300",精品手錶 / 珠寶配飾 / 蘇菲亞珠寶 / 商品款式,Y,https://tw.buy.yahoo.com/gdsale/%E8%98%87%E8%8F%B2%E4%BA%9ESOPHIA-G-LOVER%E7%B3%BB%E5%88%97%E9%96%83%E8%80%80%E9%BB%83%E9%87%91%E8%80%B3%E7%92%B0-7341892.html?hpp=rank_01
點睛品Ear Play 鉑金圓珠線條耳環,"1,900",精品手錶 / 珠寶配飾 / Emphasis點睛品 / 黃金款式,Y,https://tw.buy.yahoo.com/gdsale/%E9%BB%9E%E7%9D%9B%E5%93%81Ear-Play-%E9%89%91%E9%87%91%E5%9C%93%E7%8F%A0%E7%B7%9A%E6%A2%9D%E8%80%B3%E7%92%B0-7123510.html?hpp=rank_01
A-LUXE 亞立詩 18K金鑽石粉紅剛玉線戒,"9,600",精品手錶 / 珠寶配飾 / A-LUXE 亞立詩鑽石 / 商品款式,Y,https://tw.buy.yahoo.com/gdsale/A-LUXE-%E4%BA%9E%E7%AB%8B%E8%A9%A9-18K%E9%87%91%E9%91%BD%E7%9F%B3%E7%B2%89%E7%B4%85%E5%89%9B%E7%8E%89%E7%B7%9A%E6%88%92-6667497.html?hpp=rank_01
[限時買一送一]虎牌280cc不鏽鋼真空桌上型輕巧杯(MCI-A028)_e,"1,488",廚具 / 衛浴 / 寵物 / 鍋具餐具 / 杯瓶酒器 / 保溫杯瓶/燜燒罐,Y,https://tw.buy.yahoo.com/gdsale/%E9%99%90%E6%99%82%E8%B2%B7%E4%B8%80%E9%80%81%E4%B8%80-%E8%99%8E%E7%89%8C280cc%E4%B8%8D%E9%8F%BD%E9%8B%BC%E7%9C%9F%E7%A9%BA%E6%A1%8C%E4%B8%8A%E5%9E%8B%E8%BC%95%E5%B7%A7%E6%9D%AF-MCI-A028-e-6088470.html?hpp=rank_01
HTC U Ultra 5.7吋雙螢幕雙卡智慧機,"9,990",手機 / 平板 / 耳機 / 穿戴 / 手機 / HTC手機,Y,https://tw.buy.yahoo.com/gdsale/HTC-U-Ultra-5-7%E5%90%8B%E9%9B%99%E8%9E%A2%E5%B9%95%E9%9B%99%E5%8D%A1%E6%99%BA%E6%85%A7%E6%A9%9F-7016322.html?hpp=rank_01
Panasonic國際 55吋 FHD LED液晶顯示器 TH-55E300W,"23,280",智慧家電 / 視聽 / 美容 / 電視 / PANASONIC 國際,Y,https://tw.buy.yahoo.com/gdsale/Panasonic%E5%9C%8B%E9%9A%9B-55%E5%90%8B-FHD-LED%E6%B6%B2%E6%99%B6%E9%A1%AF%E7%A4%BA%E5%99%A8-TH-55E300W-7116363.html?hpp=rank_01
飛利浦淨顏煥采活膚SPA美膚儀 SC5370,"9,900",智慧家電 / 視聽 / 美容 / 美容家電 / 美容儀/美膚儀,Y,https://tw.buy.yahoo.com/gdsale/%E9%A3%9B%E5%88%A9%E6%B5%A6%E6%B7%A8%E9%A1%8F%E7%85%A5%E9%87%87%E6%B4%BB%E8%86%9ASPA%E7%BE%8E%E8%86%9A%E5%84%80-SC5370-6309357.html?hpp=rank_01
GARMIN Forerunner 35 心率智慧跑錶,"6,990",手機 / 平板 / 耳機 / 穿戴 / 智慧穿戴 / 運動手環 / 運動手錶 / 健康照護,Y,https://tw.buy.yahoo.com/gdsale/GARMIN-Forerunner-35-%E5%BF%83%E7%8E%87%E6%99%BA%E6%85%A7%E8%B7%91%E9%8C%B6-6843508.html?hpp=rank_01
TATUNG大同 42吋 多媒體LED液晶顯示器 DC-42K10,"9,880",智慧家電 / 視聽 / 美容 / 電視 / 大省專區,Y,https://tw.buy.yahoo.com/gdsale/TATUNG%E5%A4%A7%E5%90%8C-42%E5%90%8B-%E5%A4%9A%E5%AA%92%E9%AB%94LED%E6%B6%B2%E6%99%B6%E9%A1%AF%E7%A4%BA%E5%99%A8-DC-42K10-7178067.html?hpp=rank_01
SAMPO聲寶 3-5坪定頻左吹窗型冷氣 AW-PA122R1,"12,900",智慧家電 / 視聽 / 美容 / 冷氣 / 暖氣 / 電風扇 / SAMPO聲寶冷氣,Y,https://tw.buy.yahoo.com/gdsale/SAMPO%E8%81%B2%E5%AF%B6-3-5%E5%9D%AA%E5%AE%9A%E9%A0%BB%E5%B7%A6%E5%90%B9%E7%AA%97%E5%9E%8B%E5%86%B7%E6%B0%A3-AW-PA122R1-7049173.html?hpp=rank_01
